State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
CA,California,2016,April,12 month-ending,Number of Drug Overdose Deaths,4795,100.0,0.4,
CA,California,2016,May,12 month-ending,Number of Drug Overdose Deaths,4811,100.0,0.4,
CA,California,2016,June,12 month-ending,Number of Drug Overdose Deaths,4844,100.0,0.4,
CA,California,2016,July,12 month-ending,Number of Drug Overdose Deaths,4816,100.0,0.4,
CA,California,2016,August,12 month-ending,Number of Drug Overdose Deaths,4791,100.0,0.4,
CA,California,2016,September,12 month-ending,Number of Drug Overdose Deaths,4716,100.0,0.4,
CA,California,2016,October,12 month-ending,Number of Drug Overdose Deaths,4659,100.0,0.4,
CA,California,2016,November,12 month-ending,Number of Drug Overdose Deaths,4709,100.0,0.4,
CA,California,2016,December,12 month-ending,Number of Drug Overdose Deaths,4755,100.0,0.4,
CA,California,2017,January,12 month-ending,Number of Drug Overdose Deaths,4760,100.0,0.4,*Likely underreported due to incomplete data
CA,California,2017,February,12 month-ending,Number of Drug Overdose Deaths,4701,100.0,0.4,*Likely underreported due to incomplete data
CA,California,2017,March,12 month-ending,Number of Drug Overdose Deaths,4681,100.0,0.4,*Likely underreported due to incomplete data
CA,California,2017,April,12 month-ending,Number of Drug Overdose Deaths,4657,100.0,0.4,*Likely underreported due to incomplete data
CA,California,2017,May,12 month-ending,Number of Drug Overdose Deaths,4669,100.0,0.5,*Likely underreported due to incomplete data
CA,California,2017,June,12 month-ending,Number of Drug Overdose Deaths,4681,100.0,0.5,*Likely underreported due to incomplete data
CA,California,2017,July,12 month-ending,Number of Drug Overdose Deaths,4711,100.0,0.5,*Likely underreported due to incomplete data
CA,California,2017,August,12 month-ending,Number of Drug Overdose Deaths,4695,99.5,0.6,*Likely underreported due to incomplete data
CO,Colorado,2015,January,12 month-ending,Number of Deaths,36264,100.0,0,
CO,Colorado,2015,February,12 month-ending,Number of Deaths,36330,100.0,0,
CO,Colorado,2015,March,12 month-ending,Number of Deaths,36300,100.0,0,
CO,Colorado,2015,April,12 month-ending,Number of Deaths,36601,100.0,0,
CO,Colorado,2015,May,12 month-ending,Number of Deaths,36667,100.0,0,
CO,Colorado,2015,June,12 month-ending,Number of Deaths,36816,100.0,0,
CO,Colorado,2015,July,12 month-ending,Number of Deaths,36960,100.0,0,
CO,Colorado,2015,August,12 month-ending,Number of Deaths,37125,100.0,0,
CO,Colorado,2015,September,12 month-ending,Number of Deaths,37101,100.0,0,
CO,Colorado,2015,October,12 month-ending,Number of Deaths,37144,100.0,0,
CO,Colorado,2015,November,12 month-ending,Number of Deaths,37144,100.0,0,
CO,Colorado,2015,December,12 month-ending,Number of Deaths,36993,100.0,0,
CO,Colorado,2016,January,12 month-ending,Number of Deaths,36752,100.0,0,
CO,Colorado,2016,February,12 month-ending,Number of Deaths,36987,100.0,0,
CO,Colorado,2016,March,12 month-ending,Number of Deaths,37387,100.0,0,
CO,Colorado,2016,April,12 month-ending,Number of Deaths,37351,100.0,0,
CO,Colorado,2016,May,12 month-ending,Number of Deaths,37535,100.0,0,
CO,Colorado,2016,June,12 month-ending,Number of Deaths,37504,100.0,0,
CO,Colorado,2016,July,12 month-ending,Number of Deaths,37620,100.0,0,
CO,Colorado,2016,August,12 month-ending,Number of Deaths,37650,100.0,0,
CO,Colorado,2016,September,12 month-ending,Number of Deaths,37834,100.0,0,
CO,Colorado,2016,October,12 month-ending,Number of Deaths,38048,100.0,0,
CO,Colorado,2016,November,12 month-ending,Number of Deaths,38075,100.0,0,
CO,Colorado,2016,December,12 month-ending,Number of Deaths,38151,100.0,0,
CO,Colorado,2017,January,12 month-ending,Number of Deaths,38236,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,February,12 month-ending,Number of Deaths,38358,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2015,August,12 month-ending,Heroin (T40.1),341,100.0,0,
CO,Colorado,2017,March,12 month-ending,Number of Deaths,38365,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,April,12 month-ending,Number of Deaths,38522,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,May,12 month-ending,Number of Deaths,38412,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,June,12 month-ending,Number of Deaths,38475,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,July,12 month-ending,Number of Deaths,38373,100.0,0.1,*Likely underreported due to incomplete data
CO,Colorado,2017,August,12 month-ending,Number of Deaths,38387,100.0,0.1,*Likely underreported due to incomplete data
CO,Colorado,2015,January,12 month-ending,Number of Drug Overdose Deaths,923,100.0,0,
CO,Colorado,2015,February,12 month-ending,Number of Drug Overdose Deaths,932,100.0,0,
CO,Colorado,2015,March,12 month-ending,Number of Drug Overdose Deaths,939,100.0,0,
CO,Colorado,2015,April,12 month-ending,Number of Drug Overdose Deaths,950,100.0,0,
CO,Colorado,2015,May,12 month-ending,Number of Drug Overdose Deaths,927,100.0,0,
CO,Colorado,2015,June,12 month-ending,Number of Drug Overdose Deaths,921,100.0,0,
CO,Colorado,2015,July,12 month-ending,Number of Drug Overdose Deaths,918,100.0,0,
CO,Colorado,2015,August,12 month-ending,Number of Drug Overdose Deaths,928,100.0,0,
CO,Colorado,2015,September,12 month-ending,Number of Drug Overdose Deaths,917,100.0,0,
CO,Colorado,2015,October,12 month-ending,Number of Drug Overdose Deaths,915,100.0,0,
CO,Colorado,2015,November,12 month-ending,Number of Drug Overdose Deaths,908,100.0,0,
CO,Colorado,2015,December,12 month-ending,Number of Drug Overdose Deaths,913,100.0,0,
CO,Colorado,2016,January,12 month-ending,Number of Drug Overdose Deaths,913,100.0,0,
CO,Colorado,2016,February,12 month-ending,Number of Drug Overdose Deaths,912,100.0,0,
CO,Colorado,2016,March,12 month-ending,Number of Drug Overdose Deaths,908,100.0,0,
CO,Colorado,2016,April,12 month-ending,Number of Drug Overdose Deaths,894,100.0,0,
CO,Colorado,2016,May,12 month-ending,Number of Drug Overdose Deaths,915,100.0,0,
CO,Colorado,2016,June,12 month-ending,Number of Drug Overdose Deaths,935,100.0,0,
CO,Colorado,2016,July,12 month-ending,Number of Drug Overdose Deaths,928,100.0,0,
CO,Colorado,2016,August,12 month-ending,Number of Drug Overdose Deaths,934,100.0,0,
CO,Colorado,2016,September,12 month-ending,Number of Drug Overdose Deaths,933,100.0,0,
CO,Colorado,2016,October,12 month-ending,Number of Drug Overdose Deaths,948,100.0,0,
CO,Colorado,2016,November,12 month-ending,Number of Drug Overdose Deaths,952,100.0,0,
CO,Colorado,2016,December,12 month-ending,Number of Drug Overdose Deaths,965,100.0,0,
CO,Colorado,2017,January,12 month-ending,Number of Drug Overdose Deaths,976,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,February,12 month-ending,Number of Drug Overdose Deaths,966,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,March,12 month-ending,Number of Drug Overdose Deaths,962,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,April,12 month-ending,Number of Drug Overdose Deaths,986,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,May,12 month-ending,Number of Drug Overdose Deaths,980,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,June,12 month-ending,Number of Drug Overdose Deaths,994,100.0,0,*Likely underreported due to incomplete data
CO,Colorado,2017,July,12 month-ending,Number of Drug Overdose Deaths,1010,100.0,0.1,*Likely underreported due to incomplete data
CO,Colorado,2017,August,12 month-ending,Number of Drug Overdose Deaths,1016,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2015,January,12 month-ending,Cocaine (T40.5),118,100.0,0,
CT,Connecticut,2015,February,12 month-ending,Cocaine (T40.5),124,100.0,0,
CT,Connecticut,2015,March,12 month-ending,Cocaine (T40.5),124,100.0,0,
CT,Connecticut,2015,April,12 month-ending,Cocaine (T40.5),125,100.0,0,
CT,Connecticut,2015,May,12 month-ending,Cocaine (T40.5),124,100.0,0,
CT,Connecticut,2015,June,12 month-ending,Cocaine (T40.5),126,100.0,0,
CT,Connecticut,2015,July,12 month-ending,Cocaine (T40.5),133,100.0,0,
CT,Connecticut,2015,August,12 month-ending,Cocaine (T40.5),134,100.0,0,
CT,Connecticut,2015,September,12 month-ending,Cocaine (T40.5),139,100.0,0,
CT,Connecticut,2015,October,12 month-ending,Cocaine (T40.5),155,100.0,0,
CT,Connecticut,2015,November,12 month-ending,Cocaine (T40.5),164,100.0,0,
CT,Connecticut,2015,December,12 month-ending,Cocaine (T40.5),168,100.0,0,
CT,Connecticut,2016,January,12 month-ending,Cocaine (T40.5),171,100.0,0,
CT,Connecticut,2016,February,12 month-ending,Cocaine (T40.5),177,100.0,0,
CT,Connecticut,2016,March,12 month-ending,Cocaine (T40.5),179,100.0,0,
CT,Connecticut,2016,April,12 month-ending,Cocaine (T40.5),186,100.0,0,
CT,Connecticut,2016,May,12 month-ending,Cocaine (T40.5),195,100.0,0,
CT,Connecticut,2016,June,12 month-ending,Cocaine (T40.5),197,100.0,0,
CT,Connecticut,2016,July,12 month-ending,Cocaine (T40.5),201,100.0,0,
CT,Connecticut,2016,August,12 month-ending,Cocaine (T40.5),211,100.0,0,
CT,Connecticut,2016,September,12 month-ending,Cocaine (T40.5),223,100.0,0,
CT,Connecticut,2016,October,12 month-ending,Cocaine (T40.5),223,100.0,0,
CT,Connecticut,2016,November,12 month-ending,Cocaine (T40.5),224,100.0,0,
CT,Connecticut,2016,December,12 month-ending,Cocaine (T40.5),237,100.0,0,
CT,Connecticut,2017,January,12 month-ending,Cocaine (T40.5),250,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,Cocaine (T40.5),247,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,March,12 month-ending,Cocaine (T40.5),259,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,April,12 month-ending,Cocaine (T40.5),267,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,May,12 month-ending,Cocaine (T40.5),279,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,June,12 month-ending,Cocaine (T40.5),277,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,July,12 month-ending,Cocaine (T40.5),283,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2017,August,12 month-ending,Cocaine (T40.5),289,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2015,January,12 month-ending,Heroin (T40.1),298,100.0,0,
CT,Connecticut,2015,February,12 month-ending,Heroin (T40.1),302,100.0,0,
CT,Connecticut,2015,March,12 month-ending,Heroin (T40.1),294,100.0,0,
CT,Connecticut,2015,April,12 month-ending,Heroin (T40.1),306,100.0,0,
CT,Connecticut,2015,May,12 month-ending,Heroin (T40.1),306,100.0,0,
CT,Connecticut,2015,June,12 month-ending,Heroin (T40.1),309,100.0,0,
CT,Connecticut,2015,July,12 month-ending,Heroin (T40.1),338,100.0,0,
CT,Connecticut,2015,September,12 month-ending,Heroin (T40.1),353,100.0,0,
CT,Connecticut,2015,October,12 month-ending,Heroin (T40.1),368,100.0,0,
CT,Connecticut,2015,November,12 month-ending,Heroin (T40.1),382,100.0,0,
CT,Connecticut,2015,December,12 month-ending,Heroin (T40.1),394,100.0,0,
CT,Connecticut,2016,January,12 month-ending,Heroin (T40.1),403,100.0,0,
CT,Connecticut,2016,February,12 month-ending,Heroin (T40.1),410,100.0,0,
CT,Connecticut,2016,March,12 month-ending,Heroin (T40.1),424,100.0,0,
CT,Connecticut,2016,April,12 month-ending,Heroin (T40.1),436,100.0,0,
CT,Connecticut,2016,May,12 month-ending,Heroin (T40.1),454,100.0,0,
CT,Connecticut,2016,June,12 month-ending,Heroin (T40.1),462,100.0,0,
CT,Connecticut,2016,July,12 month-ending,Heroin (T40.1),454,100.0,0,
CT,Connecticut,2016,August,12 month-ending,Heroin (T40.1),461,100.0,0,
CT,Connecticut,2016,September,12 month-ending,Heroin (T40.1),456,100.0,0,
CT,Connecticut,2016,October,12 month-ending,Heroin (T40.1),443,100.0,0,
CT,Connecticut,2016,November,12 month-ending,Heroin (T40.1),451,100.0,0,
CT,Connecticut,2016,December,12 month-ending,Heroin (T40.1),459,100.0,0,
CT,Connecticut,2017,January,12 month-ending,Heroin (T40.1),470,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,Heroin (T40.1),468,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,March,12 month-ending,Heroin (T40.1),474,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,April,12 month-ending,Heroin (T40.1),463,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,May,12 month-ending,Heroin (T40.1),472,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,June,12 month-ending,Heroin (T40.1),472,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,July,12 month-ending,Heroin (T40.1),467,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2017,August,12 month-ending,Heroin (T40.1),462,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2015,January,12 month-ending,Methadone (T40.3),58,100.0,0,
CT,Connecticut,2015,February,12 month-ending,Methadone (T40.3),54,100.0,0,
CT,Connecticut,2015,March,12 month-ending,Methadone (T40.3),57,100.0,0,
CT,Connecticut,2015,April,12 month-ending,Methadone (T40.3),57,100.0,0,
CT,Connecticut,2015,May,12 month-ending,Methadone (T40.3),58,100.0,0,
CT,Connecticut,2015,June,12 month-ending,Methadone (T40.3),62,100.0,0,
CT,Connecticut,2015,July,12 month-ending,Methadone (T40.3),74,100.0,0,
CT,Connecticut,2015,August,12 month-ending,Methadone (T40.3),76,100.0,0,
CT,Connecticut,2015,September,12 month-ending,Methadone (T40.3),76,100.0,0,
CT,Connecticut,2015,October,12 month-ending,Methadone (T40.3),75,100.0,0,
CT,Connecticut,2015,November,12 month-ending,Methadone (T40.3),77,100.0,0,
CT,Connecticut,2015,December,12 month-ending,Methadone (T40.3),73,100.0,0,
CT,Connecticut,2016,January,12 month-ending,Methadone (T40.3),72,100.0,0,
CT,Connecticut,2016,February,12 month-ending,Methadone (T40.3),72,100.0,0,
CT,Connecticut,2016,March,12 month-ending,Methadone (T40.3),71,100.0,0,
CT,Connecticut,2016,April,12 month-ending,Methadone (T40.3),73,100.0,0,
CT,Connecticut,2016,May,12 month-ending,Methadone (T40.3),74,100.0,0,
CT,Connecticut,2016,June,12 month-ending,Methadone (T40.3),72,100.0,0,
CT,Connecticut,2016,July,12 month-ending,Methadone (T40.3),62,100.0,0,
CT,Connecticut,2016,August,12 month-ending,Methadone (T40.3),64,100.0,0,
CT,Connecticut,2016,September,12 month-ending,Methadone (T40.3),65,100.0,0,
CT,Connecticut,2016,October,12 month-ending,Methadone (T40.3),66,100.0,0,
CT,Connecticut,2016,November,12 month-ending,Methadone (T40.3),68,100.0,0,
CT,Connecticut,2016,December,12 month-ending,Methadone (T40.3),71,100.0,0,
CT,Connecticut,2017,January,12 month-ending,Methadone (T40.3),67,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,February,12 month-ending,Methadone (T40.3),70,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,March,12 month-ending,Methadone (T40.3),73,100.0,0,*Likely underreported due to incomplete data
CT,Connecticut,2017,April,12 month-ending,Methadone (T40.3),78,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,May,12 month-ending,Methadone (T40.3),81,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,June,12 month-ending,Methadone (T40.3),85,100.0,0.1,*Likely underreported due to incomplete data
CT,Connecticut,2017,July,12 month-ending,Methadone (T40.3),87,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2017,August,12 month-ending,Methadone (T40.3),87,100.0,0.2,*Likely underreported due to incomplete data
CT,Connecticut,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),170,100.0,0,
CT,Connecticut,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),168,100.0,0,
CT,Connecticut,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),174,100.0,0,
CT,Connecticut,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),164,100.0,0,
CT,Connecticut,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),166,100.0,0,
CT,Connecticut,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),174,100.0,0,
CT,Connecticut,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),183,100.0,0,
CT,Connecticut,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),177,100.0,0,
CT,Connecticut,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),181,100.0,0,
CT,Connecticut,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),184,100.0,0,
CT,Connecticut,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),188,100.0,0,
CT,Connecticut,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),182,100.0,0,
CT,Connecticut,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),180,100.0,0,
CT,Connecticut,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),184,100.0,0,
CT,Connecticut,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),177,100.0,0,
CT,Connecticut,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),188,100.0,0,
CT,Connecticut,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),186,100.0,0,
CT,Connecticut,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),188,100.0,0,
CT,Connecticut,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),183,100.0,0,
CT,Connecticut,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),192,100.0,0,
CT,Connecticut,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),192,100.0,0,
CT,Connecticut,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),195,100.0,0,
CT,Connecticut,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),201,100.0,0,
CT,Connecticut,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),214,100.0,0,
